mae,mse,rmse,r2
11.733758389261745,355.04988355704694,18.842767407072852,0.782779166617867
10.590918828977035,361.91721896777295,19.0241220288289,0.7785777053863134
14.288740452415416,430.0121048511548,20.73673322515277,0.7369170020720062
11.881337396410295,514.42870782587,22.681020872656283,0.6852706118077774
18.080039636631824,581.7595993784513,24.119693185827455,0.6440773230538499
24.86343545627275,1061.3435666361136,32.57826831856036,0.3506660761587901
